Region,Category,Emission,Technology,Timeslice,Scenario,Year,Value,2025,2030,2035,2040
FI,Buildings,CO2,HLR_Gas_Boiler,Emissions,SocietalCommitment_globalLimit,10.1400432,10.83695846,6.487165418,2.29540862,1.481081304,0.289454132
FI,Buildings,CO2,HLR_Oil_Boiler,Emissions,SocietalCommitment_globalLimit,1.751335341,0.111711684,0.025978934,0.051957869,0.025986488,
FI,Transportation,CO2,FRT_Rail_Conv,Emissions,SocietalCommitment_globalLimit,0.752977358,0.623679971,,,,
FI,Transportation,CO2,FRT_Road_ICE,Emissions,SocietalCommitment_globalLimit,37.46638161,36.53840001,26.3203173,15.57773593,,
FI,Transportation,CO2,FRT_Road_PHEV,Emissions,SocietalCommitment_globalLimit,,,1.577774881,1.564338536,1.318266862,
FI,Transportation,CO2,FRT_Ship_Conv,Emissions,SocietalCommitment_globalLimit,0.406429229,0.440357044,0.386215744,0.052917108,,
FI,Transportation,CO2,PSNG_Air_Conv,Emissions,SocietalCommitment_globalLimit,0.600078884,0.573386474,0.467315705,0.39940301,0.337632423,
FI,Transportation,CO2,PSNG_Rail_Conv,Emissions,SocietalCommitment_globalLimit,0.09782132,0.074427849,,,,
FI,Transportation,CO2,PSNG_Road_ICE,Emissions,SocietalCommitment_globalLimit,8.480692703,7.218165566,4.491480053,2.488201697,,
FI,Transportation,CO2,PSNG_Road_PHEV,Emissions,SocietalCommitment_globalLimit,,0.034969242,0.110174865,0.104511237,0.100555944,
FR,Power,CO2,P_Coal_Hardcoal,Emissions,SocietalCommitment_globalLimit,9.107129387,7.572776066,,,,
FR,Power,CO2,P_Gas,Emissions,SocietalCommitment_globalLimit,8.583694634,7.052935758,2.717805705,6.422907271,6.624405315,
FR,Power,CO2,P_Oil,Emissions,SocietalCommitment_globalLimit,4.462349684,3.792997232,,,,
FR,Industry,CO2,HLI_Gas_Boiler,Emissions,SocietalCommitment_globalLimit,15.15652598,15.23045605,15.29173784,14.31270516,9.031413621,1.140153749
FR,Industry,CO2,HLI_Hardcoal,Emissions,SocietalCommitment_globalLimit,0.80926341,0.28911546,0.064041627,0.023094276,,
FR,Industry,CO2,HLI_Oil_Boiler,Emissions,SocietalCommitment_globalLimit,2.331798526,1.636000533,0.052678617,0.069166363,,
FR,Industry,CO2,HMI_Gas,Emissions,SocietalCommitment_globalLimit,54.29347155,63.46024722,42.70943061,37.07694127,31.86343155,1.161836418
FR,Industry,CO2,HMI_HardCoal,Emissions,SocietalCommitment_globalLimit,10.53535453,0.537522783,0.416581331,,,
FR,Industry,CO2,HMI_Oil,Emissions,SocietalCommitment_globalLimit,5.444755995,2.083585125,,,,
FR,Industry,CO2,HHI_BF_BOF,Emissions,SocietalCommitment_globalLimit,45.29664035,42.44196908,27.67774327,10.8359905,6.056469874,1.459310461
FR,Industry,CO2,HHI_DRI_EAF,Emissions,SocietalCommitment_globalLimit,1.377531904,0.590095539,,,0.157810082,
FR,Buildings,CO2,HLR_Gas_Boiler,Emissions,SocietalCommitment_globalLimit,72.99764689,71.11928281,66.55341528,27.67541541,14.62942657,7.110171104
FR,Buildings,CO2,HLR_Hardcoal,Emissions,SocietalCommitment_globalLimit,0.298115498,0.015712076,0.012198405,0.007336722,,
FR,Buildings,CO2,HLR_Oil_Boiler,Emissions,SocietalCommitment_globalLimit,23.18922249,15.80355896,1.146170334,0.687705222,0.343852611,0.087451823
FR,Transportation,CO2,FRT_Rail_Conv,Emissions,SocietalCommitment_globalLimit,6.164383876,4.928741052,,,,
FR,Transportation,CO2,FRT_Road_ICE,Emissions,SocietalCommitment_globalLimit,375.2873491,367.4880338,263.8481477,156.159089,,
FR,Transportation,CO2,FRT_Road_PHEV,Emissions,SocietalCommitment_globalLimit,,,15.8164119,15.68171919,13.21497251,
FR,Transportation,CO2,FRT_Ship_Conv,Emissions,SocietalCommitment_globalLimit,3.914477184,3.803294032,2.89317256,0.480381941,,
FR,Transportation,CO2,PSNG_Air_Conv,Emissions,SocietalCommitment_globalLimit,4.960633299,4.739976881,3.741779474,3.47017127,2.842851768,
FR,Transportation,CO2,PSNG_Rail_Conv,Emissions,SocietalCommitment_globalLimit,1.779036992,1.292062552,,,,
FR,Transportation,CO2,PSNG_Road_ICE,Emissions,SocietalCommitment_globalLimit,95.86696462,81.56069055,50.75087449,28.11510027,,
FR,Transportation,CO2,PSNG_Road_PHEV,Emissions,SocietalCommitment_globalLimit,,0.395130242,1.244906059,1.18091066,1.136218359,
GR,Power,CO2,P_Coal_Lignite,Emissions,SocietalCommitment_globalLimit,17.53674805,13.91248679,8.005906719,1.567113656,,
GR,Power,CO2,P_Gas,Emissions,SocietalCommitment_globalLimit,3.505182939,2.880091982,5.359416014,6.813539066,4.577597162,
GR,Power,CO2,P_Oil,Emissions,SocietalCommitment_globalLimit,2.713241937,2.306255646,,,,
GR,Industry,CO2,HLI_Gas_Boiler,Emissions,SocietalCommitment_globalLimit,0.855537022,1.121764325,1.230853225,1.179771316,0.709597621,0.020239228
GR,Industry,CO2,HLI_Oil_Boiler,Emissions,SocietalCommitment_globalLimit,0.647297567,0.246064384,0.005805551,0.011611101,0.003824471,
GR,Industry,CO2,HMI_Gas,Emissions,SocietalCommitment_globalLimit,5.848508937,6.437645666,4.392581104,3.580915465,2.521406125,0.017680287
GR,Industry,CO2,HMI_Oil,Emissions,SocietalCommitment_globalLimit,2.571381196,0.164003816,,,,
GR,Industry,CO2,HHI_BF_BOF,Emissions,SocietalCommitment_globalLimit,6.346624759,6.066225398,2.296428223,1.170408822,0.370747182,0.005015977
GR,Industry,CO2,HHI_DRI_EAF,Emissions,SocietalCommitment_globalLimit,0.110904094,0.142082168,,0.029571656,0.010302104,0.003634488
GR,Buildings,CO2,HLR_Gas_Boiler,Emissions,SocietalCommitment_globalLimit,7.469054087,8.286868404,4.02788061,2.323019742,1.205897359,0.425216634
GR,Buildings,CO2,HLR_Hardcoal,Emissions,SocietalCommitment_globalLimit,0.0196768,0.001281716,0.000298331,0.000596661,,
GR,Buildings,CO2,HLR_Oil_Boiler,Emissions,SocietalCommitment_globalLimit,4.537908141,0.289416961,,,,
GR,Transportation,CO2,FRT_Rail_Conv,Emissions,SocietalCommitment_globalLimit,0.131362973,0.111595899,,,,
GR,Transportation,CO2,FRT_Road_ICE,Emissions,SocietalCommitment_globalLimit,40.96089139,39.02705253,28.11301003,16.63874495,,
GR,Transportation,CO2,FRT_Road_PHEV,Emissions,SocietalCommitment_globalLimit,,,1.685238082,1.670886579,1.408054815,
GR,Transportation,CO2,FRT_Ship_Conv,Emissions,SocietalCommitment_globalLimit,0.141809714,0.202609706,0.149729892,0.005304211,,
GR,Transportation,CO2,PSNG_Air_Conv,Emissions,SocietalCommitment_globalLimit,0.893352192,0.853614545,0.686598738,0.577747593,0.479334815,
GR,Transportation,CO2,PSNG_Rail_Conv,Emissions,SocietalCommitment_globalLimit,0.242715008,0.1754374,,,,
GR,Transportation,CO2,PSNG_Road_ICE,Emissions,SocietalCommitment_globalLimit,14.38710171,12.24010748,7.616367077,4.219334666,,
GR,Transportation,CO2,PSNG_Road_PHEV,Emissions,SocietalCommitment_globalLimit,,0.059298623,0.18682755,0.177223529,0.170516394,
HR,Power,CO2,P_Coal_Hardcoal,Emissions,SocietalCommitment_globalLimit,1.38887936,1.154883381,0.664889055,0.13020744,,
HR,Power,CO2,P_Gas,Emissions,SocietalCommitment_globalLimit,0.333442924,0.273978936,0.081573257,0.080257559,0.076802226,
HR,Power,CO2,P_Oil,Emissions,SocietalCommitment_globalLimit,0.115428211,0.098113979,,,,
HR,Industry,CO2,HLI_Gas_Boiler,Emissions,SocietalCommitment_globalLimit,0.480953903,0.551729902,0.58714908,0.542716067,0.366792696,
HR,Industry,CO2,HLI_Hardcoal,Emissions,SocietalCommitment_globalLimit,0.006894698,0.00338108,0.00061876,0.000397774,,
HR,Industry,CO2,HLI_Lignite,Emissions,SocietalCommitment_globalLimit,0.025803848,0.023306702,0.002076237,0.001274054,,
HR,Industry,CO2,HLI_Oil_Boiler,Emissions,SocietalCommitment_globalLimit,0.20626569,0.106359947,0.005359764,0.010719529,0.001450459,
HR,Industry,CO2,HMI_Gas,Emissions,SocietalCommitment_globalLimit,3.25422199,3.207314352,2.64965689,2.263722021,1.878835944,
HR,Industry,CO2,HMI_HardCoal,Emissions,SocietalCommitment_globalLimit,0.102695068,0.005258324,,,,
HR,Industry,CO2,HMI_Oil,Emissions,SocietalCommitment_globalLimit,0.255076339,0.179124735,,,,
HR,Industry,CO2,HHI_BF_BOF,Emissions,SocietalCommitment_globalLimit,0.147336414,0.060785194,0.053594897,0.026726279,0.006849102,
HR,Industry,CO2,HHI_DRI_EAF,Emissions,SocietalCommitment_globalLimit,0.060292629,0.120536518,0.010863683,0.011591788,0.006018581,
HR,Buildings,CO2,HLR_Gas_Boiler,Emissions,SocietalCommitment_globalLimit,1.767572027,1.718655948,1.54972065,1.238484165,1.091445433,0.562344468
HR,Buildings,CO2,HLR_Hardcoal,Emissions,SocietalCommitment_globalLimit,0.012815147,0.001679491,0.000662957,0.000397774,0.000198887,
HR,Buildings,CO2,HLR_Oil_Boiler,Emissions,SocietalCommitment_globalLimit,0.342112659,0.021831672,0.016921434,0.010152861,0.00507643,
HR,Transportation,CO2,FRT_Rail_Conv,Emissions,SocietalCommitment_globalLimit,0.201180414,0.166409873,,,,
HR,Transportation,CO2,FRT_Road_ICE,Emissions,SocietalCommitment_globalLimit,10.53712002,10.27613262,7.402378624,4.381113577,,
HR,Transportation,CO2,FRT_Road_PHEV,Emissions,SocietalCommitment_globalLimit,,,0.44373656,0.439957695,0.370752006,
HR,Transportation,CO2,FRT_Ship_Conv,Emissions,SocietalCommitment_globalLimit,0.137165962,0.160193266,0.132757885,0.015310056,,
HR,Transportation,CO2,PSNG_Air_Conv,Emissions,SocietalCommitment_globalLimit,0.198669211,0.189832106,0.152690093,0.128483099,0.106597454,
HR,Transportation,CO2,PSNG_Rail_Conv,Emissions,SocietalCommitment_globalLimit,0.053976471,0.039014859,,,,
HR,Transportation,CO2,PSNG_Road_ICE,Emissions,SocietalCommitment_globalLimit,3.199493064,2.722031147,1.69377503,0.938321857,,
HR,Transportation,CO2,PSNG_Road_PHEV,Emissions,SocietalCommitment_globalLimit,,0.013187196,0.041547871,0.039412069,0.037920495,
HU,Power,CO2,P_Coal_Hardcoal,Emissions,SocietalCommitment_globalLimit,0.0484352,0.040274922,0.023187064,0.0045408,,
HU,Power,CO2,P_Coal_Lignite,Emissions,SocietalCommitment_globalLimit,3.954582857,3.1373024,1.805353043,0.353388255,,
HU,Power,CO2,P_Gas,Emissions,SocietalCommitment_globalLimit,1.422912662,1.169159904,0.581595527,2.327137059,1.030977189,
HU,Industry,CO2,HLI_Gas_Boiler,Emissions,SocietalCommitment_globalLimit,1.727058688,1.467081516,1.538600262,1.531942227,1.078646513,
HU,Industry,CO2,HLI_Hardcoal,Emissions,SocietalCommitment_globalLimit,0.018321474,0.008552143,0.000232035,0.00046407,,
HU,Industry,CO2,HLI_Lignite,Emissions,SocietalCommitment_globalLimit,0.001248573,,,,,
HU,Industry,CO2,HLI_Oil_Boiler,Emissions,SocietalCommitment_globalLimit,0.231201888,0.162370228,0.002038744,0.004077487,0.003444721,
HU,Industry,CO2,HMI_Gas,Emissions,SocietalCommitment_globalLimit,8.165874311,9.39542777,8.868609196,8.180431694,6.696318555,
HU,Industry,CO2,HMI_HardCoal,Emissions,SocietalCommitment_globalLimit,0.006625488,0.00035212,,,,
HU,Industry,CO2,HMI_Oil,Emissions,SocietalCommitment_globalLimit,6.049759524,2.700893421,,,,
HU,Industry,CO2,HHI_BF_BOF,Emissions,SocietalCommitment_globalLimit,4.91435999,4.244689471,3.230209634,1.080335112,0.478813822,0.001249918
HU,Industry,CO2,HHI_DRI_EAF,Emissions,SocietalCommitment_globalLimit,0.114905906,0.35782319,,0.02658087,0.013780724,0.003762765
HU,Buildings,CO2,HLR_Gas_Boiler,Emissions,SocietalCommitment_globalLimit,11.21317655,11.32581168,9.554413877,4.058468691,2.985160796,0.67461391
HU,Buildings,CO2,HLR_Hardcoal,Emissions,SocietalCommitment_globalLimit,0.404333013,0.051622236,0.020021295,0.012021617,0.006010808,
HU,Buildings,CO2,HLR_Oil_Boiler,Emissions,SocietalCommitment_globalLimit,0.323347859,0.020638107,0.015999821,0.009608957,0.004804479,
HU,Transportation,CO2,FRT_Rail_Conv,Emissions,SocietalCommitment_globalLimit,0.579203037,0.47909785,,,,
HU,Transportation,CO2,FRT_Road_ICE,Emissions,SocietalCommitment_globalLimit,30.33661082,29.58522209,21.31161826,12.61332672,,
HU,Transportation,CO2,FRT_Road_PHEV,Emissions,SocietalCommitment_globalLimit,,,1.277527758,1.26664832,1.06740355,
HU,Transportation,CO2,FRT_Ship_Conv,Emissions,SocietalCommitment_globalLimit,0.394903958,0.403065631,0.382213003,0.044078004,,
HU,Transportation,CO2,PSNG_Air_Conv,Emissions,SocietalCommitment_globalLimit,0.312693848,0.298784756,0.262635674,0.243518737,0.224883833,
HU,Transportation,CO2,PSNG_Rail_Conv,Emissions,SocietalCommitment_globalLimit,0.140177143,0.092110698,,,,
HU,Transportation,CO2,PSNG_Road_ICE,Emissions,SocietalCommitment_globalLimit,7.643650872,6.426479402,3.998855911,2.215296506,,
HU,Transportation,CO2,PSNG_Road_PHEV,Emissions,SocietalCommitment_globalLimit,,0.031133826,0.09809092,0.093048477,0.089526999,
IE,Power,CO2,P_Coal_Hardcoal,Emissions,SocietalCommitment_globalLimit,3.762416064,3.128530749,1.801156626,,,
IE,Power,CO2,P_Gas,Emissions,SocietalCommitment_globalLimit,5.286720848,4.343922297,2.095782981,2.08027135,1.301652646,
IE,Power,CO2,P_Oil,Emissions,SocietalCommitment_globalLimit,0.248498574,0.211223788,,,,
IE,Industry,CO2,HLI_Gas_Boiler,Emissions,SocietalCommitment_globalLimit,0.894519315,0.919047724,1.003606515,0.754187723,0.389228443,
IE,Industry,CO2,HLI_Hardcoal,Emissions,SocietalCommitment_globalLimit,0.050286599,0.023269784,0.004021938,0.001215421,0.00061876,
IE,Industry,CO2,HLI_Oil_Boiler,Emissions,SocietalCommitment_globalLimit,0.229194066,0.204749356,0.011151938,0.006813899,0.003414504,
IE,Industry,CO2,HMI_Gas,Emissions,SocietalCommitment_globalLimit,3.245721609,2.834875754,2.566631223,1.47269132,1.207662017,
IE,Industry,CO2,HMI_HardCoal,Emissions,SocietalCommitment_globalLimit,0.097311859,0.044789653,,,,
IE,Industry,CO2,HMI_Oil,Emissions,SocietalCommitment_globalLimit,1.196415287,0.197777541,,,,
IE,Industry,CO2,HHI_BF_BOF,Emissions,SocietalCommitment_globalLimit,3.648038792,1.116136235,0.756815645,0.482510265,0.165143224,
IE,Industry,CO2,HHI_DRI_EAF,Emissions,SocietalCommitment_globalLimit,0.085808069,0.07931621,,,0.002854431,
IE,Buildings,CO2,HLR_Gas_Boiler,Emissions,SocietalCommitment_globalLimit,4.205784955,5.906647666,4.229638804,1.37165154,0.902700904,0.411028768
IE,Buildings,CO2,HLR_Hardcoal,Emissions,SocietalCommitment_globalLimit,1.60774592,0.102559417,0.07948852,0.047710791,,
IE,Buildings,CO2,HLR_Oil_Boiler,Emissions,SocietalCommitment_globalLimit,3.488528094,0.268682341,0.062215709,0.103462484,0.051731242,
IE,Transportation,CO2,FRT_Rail_Conv,Emissions,SocietalCommitment_globalLimit,0.123104709,0.100222798,,,,
IE,Transportation,CO2,FRT_Road_ICE,Emissions,SocietalCommitment_globalLimit,11.16184119,10.90434453,7.854909028,4.648944662,,
IE,Transportation,CO2,FRT_Road_PHEV,Emissions,SocietalCommitment_globalLimit,,,0.470863554,0.466853676,0.393417228,
IE,Transportation,CO2,FRT_Ship_Conv,Emissions,SocietalCommitment_globalLimit,0.132894705,0.136945548,0.10523773,0.014419081,,
IE,Transportation,CO2,PSNG_Air_Conv,Emissions,SocietalCommitment_globalLimit,0.314881822,0.300875406,0.237513694,0.220273055,0.180453239,
IE,Transportation,CO2,PSNG_Rail_Conv,Emissions,SocietalCommitment_globalLimit,0.102660354,0.07420417,,,,
IE,Transportation,CO2,PSNG_Road_ICE,Emissions,SocietalCommitment_globalLimit,6.157707872,5.239910707,3.260517399,1.806269833,,
IE,Transportation,CO2,PSNG_Road_PHEV,Emissions,SocietalCommitment_globalLimit,,0.025385356,0.079979664,0.075868245,0.072996963,
IT,Power,CO2,P_Coal_Hardcoal,Emissions,SocietalCommitment_globalLimit,26.15561344,21.74896118,12.52130431,,,
IT,Power,CO2,P_Gas,Emissions,SocietalCommitment_globalLimit,31.11743967,25.56816293,31.87530195,45.51695246,43.40270339,
IT,Power,CO2,P_Oil,Emissions,SocietalCommitment_globalLimit,6.110349726,5.193797267,,,,
IT,Industry,CO2,HLI_Gas_Boiler,Emissions,SocietalCommitment_globalLimit,12.04887665,11.30276438,10.70530809,10.28144555,9.144560535,0.801527978
IT,Industry,CO2,HLI_Hardcoal,Emissions,SocietalCommitment_globalLimit,0.000664883,,,,,
IT,Industry,CO2,HLI_Oil_Boiler,Emissions,SocietalCommitment_globalLimit,0.974703687,0.082142422,0.00361469,0.007229381,0.014458761,
IT,Industry,CO2,HMI_Gas,Emissions,SocietalCommitment_globalLimit,57.46558809,55.6357086,48.02917874,42.06833329,21.92305447,2.321541804
IT,Industry,CO2,HMI_HardCoal,Emissions,SocietalCommitment_globalLimit,0.036854278,0.001901448,,,,
IT,Industry,CO2,HMI_Oil,Emissions,SocietalCommitment_globalLimit,9.338931914,6.551795214,,,,
IT,Industry,CO2,HHI_BF_BOF,Emissions,SocietalCommitment_globalLimit,32.09043077,31.9829305,16.21170568,5.911356118,2.849703027,0.433239167
IT,Industry,CO2,HHI_DRI_EAF,Emissions,SocietalCommitment_globalLimit,1.900789809,,0.096008903,0.252809008,0.090825035,
IT,Buildings,CO2,HLR_Gas_Boiler,Emissions,SocietalCommitment_globalLimit,76.62246866,54.85097409,46.70845655,38.73442589,17.76826144,10.91971706
IT,Buildings,CO2,HLR_Oil_Boiler,Emissions,SocietalCommitment_globalLimit,8.486311812,1.623687168,0.419455162,0.251676119,0.12583806,
IT,Transportation,CO2,FRT_Rail_Conv,Emissions,SocietalCommitment_globalLimit,3.571213147,2.932700948,,,,
IT,Transportation,CO2,FRT_Road_ICE,Emissions,SocietalCommitment_globalLimit,265.3581106,259.3514776,186.8229912,110.5715858,,
IT,Transportation,CO2,FRT_Road_PHEV,Emissions,SocietalCommitment_globalLimit,,,11.19912877,11.10375689,9.357127255,
IT,Transportation,CO2,FRT_Ship_Conv,Emissions,SocietalCommitment_globalLimit,0.51402888,0.734415416,0.542737777,0.100249498,,
IT,Transportation,CO2,PSNG_Air_Conv,Emissions,SocietalCommitment_globalLimit,3.517706699,3.361233823,2.954568104,2.391102257,2.208661879,
IT,Transportation,CO2,PSNG_Rail_Conv,Emissions,SocietalCommitment_globalLimit,1.003512642,0.763527696,,,,
IT,Transportation,CO2,PSNG_Road_ICE,Emissions,SocietalCommitment_globalLimit,90.03517477,76.67742382,47.71227765,26.43177056,,
IT,Transportation,CO2,PSNG_Road_PHEV,Emissions,SocietalCommitment_globalLimit,,0.371472689,1.17037005,1.110206235,1.068189787,
LT,Power,CO2,P_Gas,Emissions,SocietalCommitment_globalLimit,0.560195255,0.460293768,0.345933355,,,
LT,Power,CO2,P_Oil,Emissions,SocietalCommitment_globalLimit,0.134872,0.1146412,,,,
LT,Industry,CO2,HLI_Gas_Boiler,Emissions,SocietalCommitment_globalLimit,0.427061671,0.435594583,0.401891469,0.348113481,0.215951275,
LT,Industry,CO2,HLI_Hardcoal,Emissions,SocietalCommitment_globalLimit,0.00545746,0.002585532,0.000243084,,,
LT,Industry,CO2,HLI_Oil_Boiler,Emissions,SocietalCommitment_globalLimit,0.046838355,0.023931743,0.002326697,0.001405083,0.000710096,
LT,Industry,CO2,HMI_Gas,Emissions,SocietalCommitment_globalLimit,4.063163198,3.949362823,3.558850167,2.976456602,2.034605086,0.041779527
LT,Industry,CO2,HMI_HardCoal,Emissions,SocietalCommitment_globalLimit,0.021118744,0.001079834,,,,
LT,Industry,CO2,HMI_Oil,Emissions,SocietalCommitment_globalLimit,0.129599975,0.082928118,,,,
LT,Industry,CO2,HHI_DRI_EAF,Emissions,SocietalCommitment_globalLimit,0.044095768,0.0129871,0.002326242,0.001417673,0.000647554,
LT,Buildings,CO2,HLR_Gas_Boiler,Emissions,SocietalCommitment_globalLimit,2.52026441,2.463696813,1.733610419,0.864831592,0.556361021,0.170008959
LT,Buildings,CO2,HLR_Hardcoal,Emissions,SocietalCommitment_globalLimit,0.320041069,0.016330836,0.012662475,0.005752285,0.003800952,
LT,Buildings,CO2,HLR_Oil_Boiler,Emissions,SocietalCommitment_globalLimit,0.1243168,0.007947031,0.006164237,0.000929168,0.001858336,
LT,Transportation,CO2,FRT_Rail_Conv,Emissions,SocietalCommitment_globalLimit,0.716777347,0.754983007,,,,
LT,Transportation,CO2,FRT_Road_ICE,Emissions,SocietalCommitment_globalLimit,13.07722323,12.54037188,9.7235242,5.346446521,,
LT,Transportation,CO2,FRT_Road_PHEV,Emissions,SocietalCommitment_globalLimit,,,,0.536897811,0.452443366,
LT,Transportation,CO2,FRT_Ship_Conv,Emissions,SocietalCommitment_globalLimit,0.193444903,0.319743011,0.236292168,0.025186537,,
LT,Transportation,CO2,PSNG_Air_Conv,Emissions,SocietalCommitment_globalLimit,0.070379417,0.06862126,0.060257754,0.044348581,0.03855905,
LT,Transportation,CO2,PSNG_Rail_Conv,Emissions,SocietalCommitment_globalLimit,0.017209256,0.01309375,,,,
LT,Transportation,CO2,PSNG_Road_ICE,Emissions,SocietalCommitment_globalLimit,3.845579958,3.278589972,2.040091949,1.130175397,,
LT,Transportation,CO2,PSNG_Road_PHEV,Emissions,SocietalCommitment_globalLimit,,0.01588351,0.050042937,0.04747044,0.045673891,
LU,Power,CO2,P_Gas,Emissions,SocietalCommitment_globalLimit,0.233159338,0.191579256,0.334990618,1.067635682,,
LU,Industry,CO2,HLI_Gas_Boiler,Emissions,SocietalCommitment_globalLimit,0.048968949,0.058321984,0.057870671,0.056122203,0.054237066,
LU,Industry,CO2,HLI_Hardcoal,Emissions,SocietalCommitment_globalLimit,0.005067642,0.000622969,0.000318836,,,
LU,Industry,CO2,HLI_Oil_Boiler,Emissions,SocietalCommitment_globalLimit,0.001731142,,,,,
LU,Industry,CO2,HMI_Gas,Emissions,SocietalCommitment_globalLimit,0.783564854,0.80453821,0.762375025,0.675483112,0.548453668,
LU,Industry,CO2,HMI_Oil,Emissions,SocietalCommitment_globalLimit,0.121058331,0.046525905,,,,
